Text,Tag,Confidence
There's also room for improvement in the granularity of the reporting.,,
Can't function properly as an email campaign software which would be more valuable for the companies I've worked with.,,
Moreover the support is super reactive and useful.,,
"Might be a little challenging to use Hubspot to its' full potential, as I said, it is pretty much possible to do anything with it",,
"You can't tell who has deleted items, can't rearrange certain columns when viewing records (no particular rhyme or reason to this limitation).  ",,
It finds it had to keep up with frequent software changes.,,
"We've run into glitches more often than we'd like, but their support team has been able to resolve most of them pretty fast.",,
The Instagram posting has no feature to tag accounts in the image uploaded.,,
"I wish we could segment analytics by business unit. 
",,
It took a while to revert it back to,bugs,
"But finally, HubSpot is coming with a solution.
",,
"Keeping data clean, cross-checking, and ensuring prospects do not get double touched can be difficult.",,
I also do not like the fact that integrating the marketing features with other services provided by the company is expensive.,,
This tool is amazing and makes my job easier.,,
